"energib�rare";"energifl�den";"1984K1";"1984K2";"1984K3";"1984K4";"1985K1";"1985K2";"1985K3";"1985K4";"1986K1";"1986K2";"1986K3";"1986K4";"1987K1";"1987K2";"1987K3";"1987K4";"1988K1";"1988K2";"1988K3";"1988K4";"1989K1";"1989K2";"1989K3";"1989K4";"1990K1";"1990K2";"1990K3";"1990K4";"1991K1";"1991K2";"1991K3";"1991K4";"1992K1";"1992K2";"1992K3";"1992K4";"1993K1";"1993K2";"1993K3";"1993K4";"1994K1";"1994K2";"1994K3";"1994K4";"1995K1";"1995K2";"1995K3";"1995K4";"1996K1";"1996K2";"1996K3";"1996K4";"1997K1";"1997K2";"1997K3";"1997K4";"1998K1";"1998K2";"1998K3";"1998K4";"1999K1";"1999K2";"1999K3";"1999K4";"2000K1";"2000K2";"2000K3";"2000K4";"2001K1";"2001K2";"2001K3";"2001K4";"2002K1";"2002K2";"2002K3";"2002K4";"2003K1";"2003K2";"2003K3";"2003K4";"2004K1";"2004K2";"2004K3";"2004K4";"2005K1";"2005K2";"2005K3";"2005K4";"2006K1";"2006K2";"2006K3";"2006K4";"2007K1";"2007K2";"2007K3";"2007K4";"2008K1";"2008K2";"2008K3";"2008K4";"2009K1";"2009K2";"2009K3";"2009K4";"2010K1";"2010K2";"2010K3";"2010K4";"2011K1";"2011K2";"2011K3";"2011K4";"2012K1";"2012K2";"2012K3";"2012K4";"2013K1";"2013K2";"2013K3";"2013K4";"2014K1";"2014K2";"2014K3";"2014K4";"2015K1";"2015K2";"2015K3";"2015K4";"2016K1";"2016K2";"2016K3";"2016K4";"2017K1";"2017K2";"2017K3";"2017K4"
"summa biobr�nslen";"1.4 lagerf�r�ndringar, statistisk differens";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"2 bunkring f�r utrikes sj�fart (sv + utl fartyg)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"3 insatt f�r omvandling till andra energib�rare";7788;5862;5024;8374;9629;7369;5485;9546;11764;7872;6155;12309;13775;9504;6196;12519;14194;8374;5820;13565;13858;8709;5736;14444;15659;8917;6154;14947;17711;11137;6490;18129;19343;11095;7076;19678;21981;12184;8374;23907;25791;14068;8583;25414;30522;17124;9337;28261;34709;17501;10718;30899;34876;19678;9839;34081;37556;21688;11765;35085;39900;21478;11179;35546;41198;20097;12142;33191;47145;23702;12403;40338;47235;24287;15572;54296;53896;29471;18334;48622;53426;32297;18301;51907;61717;32733;18486;51206;67565;34074;18673;49127;63710;32956;23408;58624;65606;37511;27219;63263;72635;39960;26067;65257;80734;43413;30086;74804;82590;40585;26880;60766;78375;43343;28261;68205;84876;41722;28068;61140;72241;40144;27822;63547;74599;42740;28311;60878;80720;41396;29471;71040;81593;47005;34485;70727
"summa biobr�nslen";"4 bruttoproduktion av omvandlade energib�rare";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"5 anv�ndning i energisektorn";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"6 nettotillf�rsel f�r anv�ndning inom landet (1+2+3+4+5)";38100;34375;32909;35966;38845;34165;34416;37388;39189;34960;33244;38979;37974;35630;35713;40361;42538;37179;35379;41115;42245;39231;35002;39481;40318;37597;34458;41658;43208;39314;35295;41911;43166;40528;36132;39481;42663;40570;37346;44003;43250;42496;39230;44589;47771;45343;40821;42705;45343;42245;41826;45845;49237;46432;42496;47311;51456;46892;42287;45720;48316;47562;43124;48860;54805;48483;47227;51163;46499;41982;38567;44762;45434;41604;40173;41354;43692;44576;44628;45925;49764;47339;44628;47876;50282;45025;41418;47188;53042;45303;43377;48309;52326;48023;45238;48987;49885;46883;48814;45152;49736;48982;47663;48144;53331;49167;50250;58592;53256;51384;49549;49845;52319;53634;51278;54023;56508;54579;53448;57925;59755;57287;53537;55965;60871;60100;61571;61855;65065;64644;61554;66474;67679;66801;62805;67351
"summa biobr�nslen";"7 �verf�ringsf�rluster";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"8 anv�ndning f�r icke energi�ndam�l";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"9 slutlig anv�ndning f�r energi�ndam�l inom landet (6+7+8)";38100;34375;32909;35966;38845;34165;34416;37388;39189;34960;33244;38979;37974;35630;35713;40361;42538;37179;35379;41115;42245;39231;35002;39481;40318;37597;34458;41658;43208;39314;35295;41911;43166;40528;36132;39481;42663;40570;37346;44003;43250;42496;39230;44589;47771;45343;40821;42705;45343;42245;41826;45845;49237;46432;42496;47311;51456;46892;42287;45720;48316;47562;43124;48860;54805;48483;47227;51163;46499;41982;38567;44762;45434;41604;40173;41354;43692;44576;44628;45925;49764;47339;44628;47876;50282;45025;41418;47188;53042;45303;43377;48309;52326;48023;45238;48987;49885;46883;48814;45152;49736;48982;47663;48144;53331;49167;50250;58592;53256;51384;49549;49845;52319;53634;51278;54023;56508;54579;53448;57925;59755;57287;53537;55965;60871;60100;61571;61855;65065;64644;61554;66474;67679;66801;62805;67351
"summa biobr�nslen";"9.1 anv�ndning inom industri";38100;34375;32909;35966;38845;34165;34416;37388;39189;34960;33244;38979;37974;35630;35713;40361;42538;37179;35379;41115;42245;39231;35002;39481;40318;37597;34458;41658;43208;39314;35295;41911;43166;40528;36132;39481;42663;40570;37346;44003;43250;42496;39230;44589;47771;45343;40821;42705;45343;42245;41826;45845;49273;46432;42496;47311;51456;46892;42287;45720;48316;47562;43124;48860;54805;48483;47227;51163;46499;41982;38567;44762;45434;41604;40173;41354;43692;44576;44628;45925;49764;47339;44628;47876;50282;45025;41418;47188;53042;45303;43377;48309;52326;48023;45238;48987;49885;46883;48814;45152;46567;44911;43539;48144;49913;44930;45932;54026;49064;45321;43576;44706;47452;47196;44358;47107;50079;46785;45116;49902;50927;46746;42698;48049;51118;47822;47524;49338;51056;48661;45907;49676;51650;49330;44862;47915
"summa biobr�nslen";"9.2 anv�ndning inom samf�rdsel";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"summa biobr�nslen";"9.3 anv�ndning inom �vrigt (bost�der, service m.m.)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"1 bruttotillf�rsel";155411;142432;147076;156264;153203;127518;156931;133713;148936;144730;175279;168261;169215;159513;156876;179620;165314;148435;157567;165431;171692;168935;180376;194406;185111;175976;183603;189104;193412;182411;165050;168003;187942;177929;199178;194723;198488;181970;213117;196556;203789;204876;171715;191167;193018;180312;198854;192423;210209;183307;205413;214272;209683;207430;219423;225967;220142;207405;187282;223083;214739;185439;212195;219018;216154;222360;226221;221715;208033;218656;188713;217580;208141;198569;174942;205374;213615;178407;226997;216173;214262;224863;226997;209394;192904;217539;207645;219007;203593;218307;214596;212939;200450;171187;187557;186896;209388;219020;219240;230001;213457;212576;203893;205859;205168;225559;202669;206989;213638;196437;197581;194246;210300;228877;227928;219904;206150;202502;167206;139355;181417;196741;200357;210702;198354;191010;225867;219938;202460;191494;203032;225791;205789;182805;212519;210204
"r�olja och halvfabrikat";"1.1 inhemsk tillf�rsel av prim�ra energib�rare";109;181;145;106;73;109;73;73;36;73;36;36;36;36;36;73;36;36;36;36;36;36;36;36;36;36;36;36;36;36;0;36;0;0;0;0;0;0;0;0;0;0;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"1.2 import";154673;161205;139696;144955;168470;145875;146883;143510;162718;166336;187220;173806;153966;170347;169182;190458;162062;150922;158652;175802;162765;182031;177261;185517;199839;186352;174673;184735;200201;180437;165761;176939;198564;186433;197499;197076;186125;200861;206321;190093;213684;213776;174518;202251;181360;199287;186564;211340;220465;176640;194599;226155;218102;208070;210407;226119;231666;231896;180762;208824;226505;193431;196554;214327;227378;227614;233733;202385;218194;227961;193485;216950;221202;185579;172916;206746;237843;180463;225983;232531;205600;224309;225983;231375;195938;235616;207806;231031;216038;214030;205096;202748;230661;177293;185561;188193;230156;221109;219357;245269;229756;209710;185391;200172;228177;216165;204279;208162;229080;183843;196362;212183;229153;220689;231006;214874;215849;203865;162718;164426;184288;199155;203345;224084;218139;183481;228220;237205;215959;185081;223251;229222;224320;211431;212286;227902
"r�olja och halvfabrikat";"1.3 export";5156;7176;11641;7196;9879;8367;7691;7234;9915;9494;11522;15791;25718;13866;8377;6761;11825;5613;7963;5869;10762;3830;7578;1887;8398;6749;4795;5921;12990;2567;3236;5620;18797;1995;4388;17523;3228;9342;5650;6254;5195;5165;2426;6494;5753;3867;4417;13999;4322;3795;3260;8851;3923;3996;4217;4462;4234;4306;3392;4305;5009;4207;4821;4056;5327;6473;6544;4933;5078;6387;10122;7771;5245;6559;6031;4122;4308;4600;2085;1368;3893;3442;2085;4682;8301;4905;8365;6731;7939;5878;7674;8127;8460;10261;7156;6787;7429;6196;6617;3984;5344;6642;3656;3994;9460;9313;9279;16281;5693;9189;6018;10041;11831;6482;6586;9183;8850;10079;4901;10269;12381;21158;7497;10129;12024;17244;17352;16673;16320;16337;23420;13414;12146;19449;21722;37778
"r�olja och halvfabrikat";"1.4 lagerf�r�ndringar, statistisk differens";-5785;11778;-18876;-18399;5461;10099;-17666;2636;3903;12185;455;-10210;-40931;-2996;3965;4150;-15041;-3090;-6842;4538;-19653;9302;-10657;-10740;6366;3663;-13689;-10254;-6165;-444;-2525;3352;-8175;6509;-6067;-15170;-16591;9549;-12446;-12717;4700;3735;378;4590;-17411;15108;-16707;4918;5934;-10462;-14074;3032;4496;-3356;-13233;-4310;7290;20185;-9911;-18564;6757;3784;-20462;-8747;5897;-1218;967;-24263;5084;2918;-5350;-8402;7816;-19549;-8056;-2749;19919;-2545;-3099;14990;-12555;-3997;-3099;17299;-5267;13172;-8205;5293;4506;-10155;-17174;-18317;21752;-4156;-9152;-5490;13339;-4107;-6501;11284;10955;-9508;-22158;-9681;13549;-18707;-7669;-15108;9749;-21784;-7237;7895;7022;-14671;-3508;-14213;850;-8716;-9389;14802;-9509;-18745;-4508;3253;7761;-24774;-14999;594;-2821;-22750;-3201;-9983;6386;9177;-21955;-20080
"r�olja och halvfabrikat";"2 bunkring f�r utrikes sj�fart (sv + utl fartyg)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"3 insatt f�r omvandling till andra energib�rare";157179;143776;147995;157678;154900;128261;157674;135234;150810;146003;176623;169923;170842;160397;157831;181141;167330;149885;158946;167199;173425;169960;180906;196103;186728;177426;184841;190837;195923;183896;166182;169747;189612;179096;200380;196279;199973;183137;214036;198112;205840;207033;173082;192985;195455;182323;200865;194851;213423;185652;207691;217707;212751;209331;221379;229090;222305;209666;189714;226414;217904;187507;213114;219018;218192;224781;227877;223609;210592;220996;190699;220168;210724;200721;177288;208532;217160;181498;229411;217649;217781;227774;229411;210868;195974;219476;210055;222161;206492;220408;216670;215761;202561;173656;190263;189531;211236;220903;221475;231846;216500;214799;205057;207833;208295;228095;205610;210128;216341;198538;199873;196142;213052;230756;229964;223116;208079;204929;169581;142040;183354;199099;202440;212705;200421;193383;227213;221205;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"4 bruttoproduktion av omvandlade energib�rare";1768;1344;919;1414;1697;743;743;1521;1874;1273;1344;16962;1627;884;955;1521;2016;1450;1379;1768;1733;1025;530;1697;1617;1450;1238;1733;2511;1485;1132;1744;1670;1167;1202;1556;1485;1167;919;1556;2051;2157;1367;1818;2437;2011;2011;2428;3214;2345;2278;3435;3068;1901;1957;3123;2163;2261;2432;3331;3165;2068;919;0;2038;2421;1656;1894;2559;2340;1986;2588;2584;2152;2346;3158;3545;3091;2414;1477;3519;2911;2414;1474;3070;1937;2410;3154;2898;2100;2074;2822;2111;2468;2707;2635;1848;1883;2235;1845;3043;2223;1164;1974;3127;2536;2941;3139;2703;2101;2292;1896;2751;1879;2036;3213;1929;2427;2376;2686;1937;2358;2083;2003;2068;2373;1346;1267;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"5 anv�ndning i energisektorn";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"6 nettotillf�rsel f�r anv�ndning inom landet (1+2+3+4+5)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"7 �verf�ringsf�rluster";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"8 anv�ndning f�r icke energi�ndam�l";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"9 slutlig anv�ndning f�r energi�ndam�l inom landet (6+7+8)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"9.1 anv�ndning inom industri";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"9.2 anv�ndning inom samf�rdsel";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"r�olja och halvfabrikat";"9.3 anv�ndning inom �vrigt (bost�der, service m.m.)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"petroleumkoks, asfalt, sm�rj- och v�goljor";"1 bruttotillf�rsel";202;-1308;-2732;-707;172;-2649;-4408;-1810;284;-2675;-3394;-358;851;-2844;-3829;-2774;1051;-2969;-3074;-1238;-511;-1044;-2565;-310;13;-2837;-2857;-351;557;-2697;-4044;-1670;97;-3054;-5873;-1386;393;-3131;-3282;-2532;-1330;-2930;-3978;-2357;-116;-6128;-5968;-1651;-457;-3942;-12804;-2672;548;-4075;-6876;-2183;31;-4200;-6379;-2042;-31;-5596;-5981;-1253;654;-1162;-3804;-1859;-1414;-3325;-2739;-1566;-952;-3034;-4333;-1732;1366;-3104;-4714;-1979;-834;-3488;-4714;-310;-545;-2565;-3796;-1695;-548;-3044;-4046;-1959;-858;-2338;-3560;-3167;-115;-2380;-3362;88;-940;-5208;-5985;-2453;418;-3401;-4963;-2644;-293;-3053;-5319;-321;1461;-2778;-2900;-2057;-1291;-3561;-5446;-2480;-2528;-3720;-4755;-3525;-2961;-4418;-6396;-4628;-3558;-7577;-4826;-672;-395;-6428;-6642;-2724
"petroleumkoks, asfalt, sm�rj- och v�goljor";"1.1 inhemsk tillf�rsel av prim�ra energib�rare";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"petroleumkoks, asfalt, sm�rj- och v�goljor";"1.2 import";460;1199;851;1073;613;787;1116;933;690;3396;3457;1765;1318;1116;899;1032;941;3064;2475;1609;809;1499;2108;1834;586;1228;1681;1002;1171;2856;1382;621;1769;1193;3540;2528;948;2352;2652;864;2506;1888;1417;878;690;648;3385;4498;641;2344;2523;1450;1798;3517;2560;879;2582;2007;1499;1213;1963;3267;1430;1806;2718;3265;3537;1713;966;3376;2978;3771;1328;2886;2214;1479;2283;3473;2705;2308;2034;3839;2705;3648;2403;3277;4578;2546;1985;2367;3697;2460;2102;2089;2359;1290;1838;2384;2541;3160;1636;1724;1638;2536;1521;3311;2777;2060;1131;3672;4004;3034;3006;2829;3365;1594;1658;3305;2764;1578;1956;3115;3508;2068;1864;3436;3124;2300;1358;2618;5195;3365;2396;3236;5059;2891
"petroleumkoks, asfalt, sm�rj- och v�goljor";"1.3 export";502;2263;3687;1467;545;3436;5615;2765;545;4567;5362;2011;293;3729;4902;3687;84;3855;4944;2305;1006;2975;5070;2514;712;4567;4902;1760;545;4064;5810;2661;629;5098;7333;2807;1634;6117;7360;4022;2514;5738;7038;4738;2407;7960;8379;4298;2073;6738;15335;4991;1110;5991;10202;4377;1229;6095;8846;4223;1263;7673;8796;3365;1256;4566;7458;3755;2360;5921;5908;2851;2147;5407;6906;2948;1219;5873;7209;4474;2219;6165;7209;3218;2227;5738;7911;4385;1965;5549;8062;4675;2385;4912;6328;4718;2184;5070;6246;2729;2302;6430;7144;5463;1490;6379;8124;5021;1741;7055;9353;3067;1815;5424;6560;3512;2900;6347;8093;4024;4076;6665;8455;5562;4531;7465;9635;6969;4808;10298;9858;4035;2840;8941;12109;5648
"petroleumkoks, asfalt, sm�rj- och v�goljor";"1.4 lagerf�r�ndringar, statistisk differens";-244;244;-104;313;-104;..;-91;-22;-139;1504;1489;112;174;231;-174;119;-194;2178;605;542;314;-432;-397;-370;-139;-502;-364;-307;69;1489;-384;-370;1043;-851;2080;1107;-1079;-634;-1426;-626;1322;-920;-1643;-1504;-1601;-1183;974;1852;-974;-452;-7;-870;139;1601;-766;-1315;1322;112;-967;-967;731;1190;-1385;-306;808;-139;-104;-182;20;780;-191;2486;133;512;-364;263;-302;704;210;-187;650;1162;210;741;722;104;463;-144;568;-137;-320;-256;575;-485;-409;-261;-231;-306;-343;343;274;501;479;-474;-387;333;-384;-317;-317;-330;-30;288;-270;184;-295;139;50;519;116;34;408;170;-192;31;293;388;-115;-41;108;-104;164;3;-49;723;-407;-33
"petroleumkoks, asfalt, sm�rj- och v�goljor";"2 bunkring f�r utrikes sj�fart (sv + utl fartyg)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"petroleumkoks, asfalt, sm�rj- och v�goljor";"3 insatt f�r omvandling till andra energib�rare";453;452;452;383;382;452;452;452;452;383;418;487;313;522;452;417;765;348;417;278;209;522;417;1044;313;487;418;452;522;452;278;348;313;766;0;1009;800;940;1009;870;626;696;835;696;661;557;870;452;557;592;661;487;661;487;626;592;557;487;557;452;452;348;278;313;278;244;238;300;260;204;143;267;150;171;113;112;169;27;0;69;69;54;0;0;304;285;337;356;365;427;432;377;365;476;362;209;454;443;409;353;87;0;0;271;444;427;236;0;17;372;218;86;330;242;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
