energib�rare,energifl�den,1984K1,1984K2,1984K3,1984K4,1985K1,1985K2,1985K3,1985K4,1986K1,1986K2,1986K3,1986K4,1987K1,1987K2,1987K3,1987K4,1988K1,1988K2,1988K3,1988K4,1989K1,1989K2,1989K3,1989K4,1990K1,1990K2,1990K3,1990K4,1991K1,1991K2,1991K3,1991K4,1992K1,1992K2,1992K3,1992K4,1993K1,1993K2,1993K3,1993K4,1994K1,1994K2,1994K3,1994K4,1995K1,1995K2,1995K3,1995K4,1996K1,1996K2,1996K3,1996K4,1997K1,1997K2,1997K3,1997K4,1998K1,1998K2,1998K3,1998K4,1999K1,1999K2,1999K3,1999K4,2000K1,2000K2,2000K3,2000K4,2001K1,2001K2,2001K3,2001K4,2002K1,2002K2,2002K3,2002K4,2003K1,2003K2,2003K3,2003K4,2004K1,2004K2,2004K3,2004K4,2005K1,2005K2,2005K3,2005K4,2006K1,2006K2,2006K3,2006K4,2007K1,2007K2,2007K3,2007K4,2008K1,2008K2,2008K3,2008K4,2009K1,2009K2,2009K3,2009K4,2010K1,2010K2,2010K3,2010K4,2011K1,2011K2,2011K3,2011K4,2012K1,2012K2,2012K3,2012K4,2013K1,2013K2,2013K3,2013K4,2014K1,2014K2,2014K3,2014K4,2015K1,2015K2,2015K3,2015K4,2016K1,2016K2,2016K3,2016K4,2017K1,2017K2,2017K3,2017K4
sopor,5.8 anv�ndning i energisektorn i frist�ende v�rmeverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,5.9 anv�ndning i energisektorn i gasverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,5.10 anv�ndning i energisektorn i koksverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,5.11 anv�ndning i energisektorn i masugnar (framst�llning av masugnsgas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,5.12 anv�ndning i energisektorn i raffinaderier och krackningsanl�ggningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,6 nettotillf�rsel f�r anv�ndning inom landet (1+2+3+4+5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,7 �verf�ringsf�rluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,8 anv�ndning f�r icke energi�ndam�l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,9 slutlig anv�ndning f�r energi�ndam�l inom landet (6+7+8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,"9.1.1 anv�ndning inom massa-, pappers- och pappersvaruindustri, grafisk industri (SNI 21+22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,"9.1.2 anv�ndning inom kemisk, stenkols- och petroleumindustri (SNI 23+24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,"9.1.3 anv�ndning inom j�rn-, st�l- och metallverk (SNI 27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,"9.1.4 anv�ndning inom metallvaru-, maskin-, el-, optik- och transportmedelindustri (SNI 28-35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,9.1.5 anv�ndning inom �vrig industri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,9.2 anv�ndning inom samf�rdsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopor,"9.3 anv�ndning inom �vrigt (bost�der, service m.m.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,1 bruttotillf�rsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,1.1 inhemsk tillf�rsel av prim�ra energib�rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,1.1a bruttoproduktion i vattenkraftverk (ing�r i 1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,1.1b f�rbrukat k�rnbr�nsle (ing�r i 1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,1.2 import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,1.3 export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,"1.4 lagerf�r�ndringar, statistisk differens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,2 bunkring f�r utrikes sj�fart (sv + utl fartyg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.1 insatt f�r omvandling till andra energib�rare i vattenkraftstationer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.2 insatt f�r omvandling till andra energib�rare i pumpkraftverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.3 insatt f�r omvandling till andra energib�rare i vindkraftverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.4 insatt f�r omvandling till andra energib�rare i k�rnkraftverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.5 insatt f�r omvandling till andra energib�rare i v�rmekraftverk (ej k�rn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.6 insatt f�r omvandling till andra energib�rare i industriell mottrycksanl�ggning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,"3.7.1 insatt f�r omvandling till andra energib�rare i kraftv�rmeverk, fj�rrv�rmeproduktion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,"3.7.2 insatt f�r omvandling till andra energib�rare i kraftv�rmeverk, elproduktion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.8 insatt f�r omvandling till andra energib�rare i frist�ende v�rmeverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.9 insatt f�r omvandling till andra energib�rare i gasverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.10 insatt f�r omvandling till andra energib�rare i koksverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.11 insatt f�r omvandling till andra energib�rare i masugnar (framst�llning av masugnsgas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,3.12 insatt f�r omvandling till andra energib�rare i raffinaderier och krackningsanl�ggningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.1 bruttoproduktion av omvandlade energib�rare i vattenkraftstationer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.2 bruttoproduktion av omvandlade energib�rare i pumpkraftverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.3 bruttoproduktion av omvandlade energib�rare i vindkraftverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.4 bruttoproduktion av omvandlade energib�rare i k�rnkraftverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.5 bruttoproduktion av omvandlade energib�rare i v�rmekraftverk (ej k�rn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.6 bruttoproduktion av omvandlade energib�rare i industriell mottrycksanl�ggning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.6a bruttoproduktion av omvandlade energib�rare i d�rav kondensproduktion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.7 bruttoproduktion av omvandlade energib�rare i kraftv�rmeverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.7a i kraftv�rmeverk mottagen spillv�rme fr�n industrin (ing�r i 4.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.7b kondensproduktion i kraftv�rmeverk (ing�r i 4.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.8 bruttoproduktion av omvandlade energib�rare i frist�ende v�rmeverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.8a i frist�ende v�rmeverk mottagen spillv�rme fr�n industrin (ing�r i 4.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.9 bruttoproduktion av omvandlade energib�rare i gasverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.10 bruttoproduktion av omvandlade energib�rare i koksverk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.11 bruttoproduktion av omvandlade energib�rare i masugnar (framst�llning av masugnsgas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,4.12 bruttoproduktion av omvandlade energib�rare i raffinaderier och krackningsanl�ggningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avlutar,5.1 anv�ndning i energisektorn i vattenkraftstationer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
